Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Include?,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,size ratio,cv,numtrials,rangeeaten,prop fully eaten,,'Type2_Rsquare','Type2_AIC','Type2a_lowCI','Type2a_median','Type2a_upCI','Type2h_lowCI','Type2h_median','Type2h_upCI','Type3_Rsquare','Type3_AIC','Type3a_lowCI','Type3a_median','Type3a_upCI','Type3h_lowCI','Type3h_median','Type3h_upCI','Type3q_lowCI','Type3q_median','Type3q_upCI'
2502,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Pachydiplax longipennis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,28,,1,,8.00E+02,6.87E+01,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2507,200,0.74,77.49,7.05E-04,4.16E-04,1.09E-03,1.29E-02,1.16E-09,2.18E-02,,,96.34,0.6,19,56,0.05,,0.74,77.49,7.05E-04,4.16E-04,1.09E-03,1.29E-02,1.16E-09,2.18E-02,0.75,79.76,1.01E-03,5.15E-06,0.018526621,5.12E-03,2.50E-14,0.028230558,-0.070760802,-0.345921545,0.499999995
2503,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Pachydiplax longipennis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,36,,1,,8.00E+02,6.87E+01,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2508,200,0.8,40.89,1.06E-03,6.89E-04,1.82E-03,1.82E-02,6.03E-03,2.57E-02,,,96.34,0.51,10,41,0.3,,0.8,40.89,1.06E-03,6.89E-04,1.82E-03,1.82E-02,6.03E-03,2.57E-02,0.81,44.93,1.31E-04,9.71E-06,0.0287471,2.16E-02,1.27E-09,0.030557541,0.223564705,-0.383008079,0.5
2504,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Erythemis simplicicollis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,20,,1,,8.00E+02,1.14E+02,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2509,200,0.52,45.82,6.31E-04,2.52E-04,1.59E-03,1.87E-02,7.68E-10,5.14E-02,,,160.14,0.62,10,38,0.3,,0.52,45.82,6.31E-04,2.52E-04,1.59E-03,1.87E-02,7.68E-10,5.14E-02,0.54,49.77,3.76E-03,9.71E-07,0.106891674,1.07E-08,2.34E-14,0.043672335,-0.202121203,-0.5,0.499999998
2505,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Erythemis simplicicollis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,28,,1,,8.00E+02,1.14E+02,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2510,200,0.74,88.55,7.22E-04,4.79E-04,1.08E-03,7.52E-03,2.94E-10,1.69E-02,,,160.14,0.59,20,60,0.25,,0.74,88.55,7.22E-04,4.79E-04,1.08E-03,7.52E-03,2.94E-10,1.69E-02,0.74,91.02,2.80E-03,8.19E-06,0.029115879,6.54E-09,2.34E-14,0.021404889,-0.145900662,-0.36935505,0.499999704
2506,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Erythemis simplicicollis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,36,,1,,8.00E+02,1.14E+02,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2511,200,0.9,39.95,1.06E-03,8.43E-04,1.52E-03,1.02E-02,4.11E-03,1.66E-02,,,160.14,0.56,10,54,0.3,,0.9,39.95,1.06E-03,8.43E-04,1.52E-03,1.02E-02,4.11E-03,1.66E-02,0.9,43.94,3.77E-05,8.90E-06,0.000919052,0.01443644,0.004449716,0.020945597,0.340450262,-3.45E-09,0.5
2507,Manzano et al 2021 BIOL CONT,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Cosmocomoidea annulicornis,,,Metazoan,Invertebrate,Insect,Hemiptera,,Tapajosa rubromarginata,Eggs,,Raw data,1,N,,25,,1,5.94E+01,,,,,,,,m^2 per pred per day,2512,200,0.09,272.61,9.33E-03,5.55E-03,1.92E-02,1.13E-01,8.75E-02,1.42E-01,,,#DIV/0!,0.73,93,16.03,0,,0.09,272.61,9.33E-03,5.55E-03,1.92E-02,1.13E-01,8.75E-02,1.42E-01,0.1,274.02,0.000315812,0.000181757,0.001585335,0.126208267,0.102439351,0.152252783,0.499999591,0.209801665,0.49999998
2508,Abraços-Duarte et al 2021 INS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus cerastii,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,,Bemisia tabaci,4th instar,2,Mean,1,N,24,25,,1,6.36E+01,,5.28E+00,Alternate family length,1,,,,m^2 per pred per day,2513,200,0.9,117.41,8.67E-03,6.39E-03,1.07E-02,6.97E-03,4.41E-03,9.20E-03,,,#DIV/0!,0.76,24,83.8,0,,0.9,117.41,8.67E-03,6.39E-03,1.07E-02,6.97E-03,4.41E-03,9.20E-03,0.91,117.76,0.000196583,0.000114895,0.03249605,0.009305471,0.00285614,0.011620875,0.451757388,-0.183683578,0.499999998
2509,Abraços-Duarte et al 2021 INS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus cerastii,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,,Ephestia kuehniella,Eggs,2,Mean,1,N,24,25,,1,6.36E+01,,5.28E+00,Alternate family length,1,1.16E-03,Alternate species length,2,m^2 per pred per day,2514,200,0.89,158.2,8.96E-03,6.81E-03,1.09E-02,4.59E-03,2.96E-03,5.91E-03,,,4536.06,0.82,27,129.4,0,,0.89,158.2,8.96E-03,6.81E-03,1.09E-02,4.59E-03,2.96E-03,5.91E-03,0.9,157.81,1.29E-04,9.26E-05,0.014792183,0.006137759,0.002262871,0.007614318,0.499999384,-0.085960511,0.499999995
2510,Abraços-Duarte et al 2021 INS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus cerastii,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,,Myzus persicae,1st instar,2,Mean,1,N,24,25,,1,6.36E+01,,5.28E+00,Alternate family length,1,,,,m^2 per pred per day,2515,200,0.84,63.07,8.73E-03,6.67E-03,1.14E-02,1.82E-02,1.20E-02,2.42E-02,,,#DIV/0!,0.62,18,32.4,0,,0.84,63.07,8.73E-03,6.67E-03,1.14E-02,1.82E-02,1.20E-02,2.42E-02,0.86,63.44,0.000251277,0.000150454,0.014583479,0.022261395,0.013125188,0.029260199,0.491269937,-0.080253137,0.5
2511,Abraços-Duarte et al 2021 INS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Dicyphus cerastii,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,,Tuta absoluta,Eggs,2,Mean,1,N,24,25,,1,6.36E+01,,5.28E+00,Alternate family length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,2516,200,0.93,141.44,8.42E-03,6.70E-03,1.04E-02,2.83E-03,1.98E-03,3.69E-03,,,13032.68,1,24,167.3,0,,0.93,141.44,8.42E-03,6.70E-03,1.04E-02,2.83E-03,1.98E-03,3.69E-03,0.94,140.82,1.18E-04,8.51E-05,0.009006913,0.004327759,0.002286832,0.005208762,0.499998583,-0.026869285,0.499999994
2512,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Labeobarbus seeberi,,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp.,Larvae,,Raw data,1,N,24,18,,1,,2.40E+04,5.56E+03,Original species length,1,3.86E+00,Original species length,6,m^3 per pred per day,2517,200,0.91,549.87,4.37E-01,3.13E-01,5.50E-01,4.03E-04,8.79E-05,6.37E-04,,,1442.79,1,56,1188,0.66,,0.91,549.87,4.37E-01,3.13E-01,5.50E-01,4.03E-04,8.79E-05,6.37E-04,0.91,546.43,0.015147639,0.011809577,0.202749896,0.000667007,0.000186854,0.00085408,0.499999726,0.066834134,0.499999981
2513,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Labeobarbus seeberi,,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp.,Larvae,,Raw data,1,N,24,25,,1,,2.40E+04,5.56E+03,Original species length,1,3.86E+00,Original species length,6,m^3 per pred per day,2518,200,0.87,560.72,3.04E-01,2.22E-01,4.11E-01,2.38E-04,4.63E-11,5.87E-04,,,1442.79,1.04,56,1344,0.54,,0.87,560.72,3.04E-01,2.22E-01,4.11E-01,2.38E-04,4.63E-11,5.87E-04,0.87,561.29,0.027526881,0.006841505,0.35197565,5.17E-04,8.83E-14,0.0008728,0.33446722,-0.056275902,0.499999946
2514,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Labeobarbus seeberi,,,Metazoan,Invertebrate,Insect,Culicidae,,Culex sp.,Larvae,,Raw data,1,N,24,18,,1,,2.40E+04,5.56E+03,Original species length,1,1.26E+01,Original species length,3,m^3 per pred per day,2519,200,0.88,557.94,3.08E-01,2.26E-01,4.20E-01,2.03E-04,4.76E-11,4.67E-04,,,441.32,1.02,56,1368,0.54,,0.88,557.94,3.08E-01,2.26E-01,4.20E-01,2.03E-04,4.76E-11,4.67E-04,0.88,560,0.195512295,0.025066163,0.840269727,1.86E-04,2.43E-14,0.00070123,0.042293828,-0.158413696,0.394821976
2515,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Labeobarbus seeberi,,,Metazoan,Invertebrate,Insect,Culicidae,,Culex sp.,Larvae,,Raw data,1,N,24,25,,1,,2.40E+04,5.56E+03,Original species length,1,1.26E+01,Original species length,3,m^3 per pred per day,2520,200,0.79,579.12,2.94E-01,1.96E-01,3.97E-01,3.94E-04,1.20E-09,8.19E-04,,,441.32,1.1,56,1272,0.34,,0.79,579.12,2.94E-01,1.96E-01,3.97E-01,3.94E-04,1.20E-09,8.19E-04,0.79,579.76,0.013588794,0.007822934,0.614835413,7.27E-04,2.72E-12,0.001246588,0.488258742,-0.13029663,0.499999944
2516,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Sedercypris calidus,,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp.,Larvae,,Raw data,1,N,24,18,,1,,2.40E+04,4.65E+03,Original species length,1,3.86E+00,Original species length,6,m^3 per pred per day,2521,200,0.89,508.46,4.90E-01,3.89E-01,6.16E-01,9.89E-04,8.04E-04,1.22E-03,,,1205.08,0.86,56,924,0.45,,0.89,508.46,4.90E-01,3.89E-01,6.16E-01,9.89E-04,8.04E-04,1.22E-03,0.9,504.27,0.01921096,0.016461688,0.249562578,0.001275607,0.000923289,0.001490094,0.499999732,0.083792676,0.499999984
2517,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Sedercypris calidus,,,Metazoan,Invertebrate,Insect,Diptera,,Chironomus sp.,Larvae,,Raw data,1,N,24,25,,1,,2.40E+04,4.65E+03,Original species length,1,3.86E+00,Original species length,6,m^3 per pred per day,2522,200,0.7,576.01,3.20E-01,1.80E-01,4.97E-01,8.27E-04,9.35E-06,1.44E-03,,,1205.08,1.04,56,1140,0.25,,0.7,576.01,3.20E-01,1.80E-01,4.97E-01,8.27E-04,9.35E-06,1.44E-03,0.7,577.14,0.052295401,0.009864039,1.406883586,1.04E-03,1.01E-10,0.001746667,0.26528642,-0.256157645,0.499999931
2518,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Sedercypris calidus,,,Metazoan,Invertebrate,Insect,Culicidae,,Culex sp.,Larvae,,Raw data,1,N,24,18,,1,,2.40E+04,4.65E+03,Original species length,1,1.26E+01,Original species length,3,m^3 per pred per day,2523,200,0.52,582.24,6.52E-01,4.21E-01,8.91E-01,1.71E-03,1.07E-03,2.40E-03,,,368.61,0.97,56,1128,0.55,,0.52,582.24,6.52E-01,4.21E-01,8.91E-01,1.71E-03,1.07E-03,2.40E-03,0.54,582.93,0.027908434,0.020398408,0.386617941,0.001936686,0.000991404,0.002622636,0.499999563,0.003096198,0.499999961
2519,Broom et al 2021 ENV BIOL FISH,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Sedercypris calidus,,,Metazoan,Invertebrate,Insect,Culicidae,,Culex sp.,Larvae,,Raw data,1,N,24,25,,1,,2.40E+04,4.65E+03,Original species length,1,1.26E+01,Original species length,3,m^3 per pred per day,2524,200,0.64,580.42,3.37E-01,2.03E-01,4.70E-01,9.92E-04,4.96E-04,1.58E-03,,,368.61,1.1,56,1044,0.25,,0.64,580.42,3.37E-01,2.03E-01,4.70E-01,9.92E-04,4.96E-04,1.58E-03,0.65,580.55,0.012349669,0.007914514,0.225236158,0.001344725,0.000176129,0.00191425,0.499999558,0.002691899,0.499999961
2520,Squires et al 2021 FOOD WEBS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Salticus senecus,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Chironomidae,Adult,,Raw data,1,N,30,20,,1,2.53E+02,,1.40E+01,Original species mass,1,7.80E+00,Original species mass,1,m^2 per pred per day,2525,200,0.02,43.09,2.99E-02,2.88E-03,3.86E-01,4.76E-01,5.10E-02,7.86E-01,,,1.79,1.21,34,6,0,,0.02,43.09,2.99E-02,2.88E-03,3.86E-01,4.76E-01,5.10E-02,7.86E-01,0.03,45.37,0.005925325,0.000658694,0.888254039,4.70E-01,3.29E-08,0.720140035,0.499998187,-0.5,0.499999998
2521,Squires et al 2021 FOOD WEBS,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Salticus senecus,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Chironomidae,Adult,,Raw data,1,N,30,20,,1,2.53E+02,,1.40E+01,Original species mass,1,1.80E+00,Original species mass,2,m^2 per pred per day,2526,200,0.41,125.43,4.60E-02,2.18E-02,7.62E-02,3.28E-02,1.55E-08,5.78E-02,,,7.78,0.78,32,30,0.06,,0.41,125.43,4.60E-02,2.18E-02,7.62E-02,3.28E-02,1.55E-08,5.78E-02,0.42,126.88,0.00426678,0.002342735,0.128385824,4.51E-02,4.04E-13,0.072007602,0.499999568,-0.272377167,0.499999989
2522,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,6,15,,1,6.36E+01,,3.23E+00,Alternate species length,2,1.48E+00,Average species mass,7,m^2 per pred per day,2527,200,0.75,-72.96,1.94E-03,1.39E-03,2.56E-03,2.42E-01,2.16E-01,2.69E-01,,,2.18,0.52,80,4,0,,0.75,-72.96,1.94E-03,1.39E-03,2.56E-03,2.42E-01,2.16E-01,2.69E-01,0.79,-82.75,0.051894126,0.017191859,0.065031629,0.144833371,0.102876733,0.21391817,-0.499999004,-0.5,-0.304071725
2523,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,6,20,,1,6.36E+01,,3.23E+00,Alternate species length,2,1.48E+00,Average species mass,7,m^2 per pred per day,2528,200,0.85,-11.33,2.27E-03,1.85E-03,2.86E-03,1.20E-01,1.11E-01,1.35E-01,,,2.18,0.56,80,8,0.08,,0.85,-11.33,2.27E-03,1.85E-03,2.86E-03,1.20E-01,1.11E-01,1.35E-01,0.89,-34.08,0.076986862,0.030689691,0.088697805,0.05317696,0.036882313,0.085836958,-0.499999996,-0.5,-0.353113955
2524,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,6,25,,1,6.36E+01,,3.23E+00,Alternate species length,2,1.48E+00,Average species mass,7,m^2 per pred per day,2529,200,0.79,35.65,3.62E-03,2.60E-03,4.97E-03,1.10E-01,9.96E-02,1.21E-01,,,2.18,0.52,80,10,0.15,,0.79,35.65,3.62E-03,2.60E-03,4.97E-03,1.10E-01,9.96E-02,1.21E-01,0.84,16,0.110329297,0.064605882,0.132195343,0.060190838,0.04289422,0.079627514,-0.499999992,-0.5,-0.396446684
2525,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,6,30,,1,6.36E+01,,3.23E+00,Alternate species length,2,1.48E+00,Average species mass,7,m^2 per pred per day,2530,200,0.81,50.1,6.59E-03,4.98E-03,8.18E-03,9.63E-02,9.11E-02,1.03E-01,,,2.18,0.47,80,10,0.23,,0.81,50.1,6.59E-03,4.98E-03,8.18E-03,9.63E-02,9.11E-02,1.03E-01,0.83,38.22,0.108016467,0.033136897,0.19051701,0.069922148,0.054166674,0.089475029,-0.421756447,-0.499999998,-0.23130998
2526,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,6,35,,1,6.36E+01,,3.23E+00,Alternate species length,2,1.48E+00,Average species mass,7,m^2 per pred per day,2531,200,0.84,101.79,5.94E-03,4.68E-03,7.38E-03,6.54E-02,6.09E-02,7.14E-02,,,2.18,0.56,80,15,0.23,,0.84,101.79,5.94E-03,4.68E-03,7.38E-03,6.54E-02,6.09E-02,7.14E-02,0.85,98.93,0.040452695,0.011954819,0.114538763,0.054204962,0.034654131,0.065669543,-0.274308478,-0.444545763,-0.066447503
2527,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,15,,1,6.36E+01,,2.94E+00,% adult mass,5,1.48E+00,Average species mass,7,m^2 per pred per day,2532,200,0.64,-19.77,3.26E-03,2.23E-03,4.80E-03,2.04E-01,1.83E-01,2.27E-01,,,1.98,0.45,80,5,0.09,,0.64,-19.77,3.26E-03,2.23E-03,4.80E-03,2.04E-01,1.83E-01,2.27E-01,0.73,-40.2,0.087730206,0.071523353,0.108135192,0.12913715,0.103161955,0.154066399,-0.499999996,-0.5,-0.499999801
2528,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,20,,1,6.36E+01,,2.94E+00,% adult mass,5,1.48E+00,Average species mass,7,m^2 per pred per day,2533,200,0.76,54.95,2.19E-03,1.62E-03,3.00E-03,1.03E-01,8.82E-02,1.20E-01,,,1.98,0.62,80,10,0.08,,0.76,54.95,2.19E-03,1.62E-03,3.00E-03,1.03E-01,8.82E-02,1.20E-01,0.8,41.85,0.076644559,0.037486485,0.095115638,0.036998545,0.014028136,0.077204178,-0.499999996,-0.5,-0.36273361
2529,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,25,,1,6.36E+01,,2.94E+00,% adult mass,5,1.48E+00,Average species mass,7,m^2 per pred per day,2534,200,0.91,60.12,3.37E-03,2.84E-03,3.92E-03,6.09E-02,5.52E-02,6.55E-02,,,1.98,0.63,80,14,0.2,,0.91,60.12,3.37E-03,2.84E-03,3.92E-03,6.09E-02,5.52E-02,6.55E-02,0.91,54.07,0.024739777,0.004734843,0.081229215,0.047649125,0.026187309,0.062741129,-0.264353312,-0.43399699,-0.034205483
2530,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,30,,1,6.36E+01,,2.94E+00,% adult mass,5,1.48E+00,Average species mass,7,m^2 per pred per day,2535,200,0.91,106.41,5.81E-03,4.91E-03,6.73E-03,4.64E-02,4.29E-02,4.99E-02,,,1.98,0.6,80,21,0.26,,0.91,106.41,5.81E-03,4.91E-03,6.73E-03,4.64E-02,4.29E-02,4.99E-02,0.93,93.51,0.06680362,0.025683379,0.178159404,0.031508957,0.016601111,0.043036283,-0.342367224,-0.499999965,-0.191560296
2531,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,35,,1,6.36E+01,,2.94E+00,% adult mass,5,1.48E+00,Average species mass,7,m^2 per pred per day,2536,200,0.9,149.28,6.42E-03,5.14E-03,7.55E-03,3.81E-02,3.49E-02,4.14E-02,,,1.98,0.63,80,25,0.34,,0.9,149.28,6.42E-03,5.14E-03,7.55E-03,3.81E-02,3.49E-02,4.14E-02,0.91,142.36,0.056332656,0.018281617,0.161458614,0.027445463,0.015511049,0.036039656,-0.302066031,-0.460649927,-0.124790706
2532,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,15,,1,6.36E+01,,1.05E+01,% adult mass,6,1.48E+00,Average species mass,7,m^2 per pred per day,2537,200,0.81,117.98,5.41E-03,3.96E-03,7.21E-03,6.56E-02,5.74E-02,7.52E-02,,,7.06,0.57,80,16,0.26,,0.81,117.98,5.41E-03,3.96E-03,7.21E-03,6.56E-02,5.74E-02,7.52E-02,0.84,107.48,0.149246089,0.048118411,0.18509199,0.033911881,0.021585534,0.058989976,-0.492445992,-0.5,-0.291562195
2533,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,20,,1,6.36E+01,,1.05E+01,% adult mass,6,1.48E+00,Average species mass,7,m^2 per pred per day,2538,200,0.93,126.92,5.85E-03,5.02E-03,6.94E-03,3.60E-02,3.37E-02,3.89E-02,,,7.06,0.65,80,25,0.33,,0.93,126.92,5.85E-03,5.02E-03,6.94E-03,3.60E-02,3.37E-02,3.89E-02,0.93,123.54,0.029146292,0.010383742,0.080886188,0.029812086,0.019816736,0.036678876,-0.216393466,-0.3710022,-0.060098554
2534,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,25,,1,6.36E+01,,1.05E+01,% adult mass,6,1.48E+00,Average species mass,7,m^2 per pred per day,2539,200,0.94,160.03,6.54E-03,5.19E-03,7.62E-03,2.78E-02,2.52E-02,3.00E-02,,,7.06,0.68,80,33,0.36,,0.94,160.03,6.54E-03,5.19E-03,7.62E-03,2.78E-02,2.52E-02,3.00E-02,0.94,157.98,0.022664065,0.008419878,0.057675158,0.023906594,0.016804441,0.02932818,-0.166396617,-0.310425737,-0.014598472
2535,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,30,,1,6.36E+01,,1.05E+01,% adult mass,6,1.48E+00,Average species mass,7,m^2 per pred per day,2540,200,0.93,203.16,7.89E-03,6.56E-03,9.04E-03,2.25E-02,2.05E-02,2.43E-02,,,7.06,0.71,80,42,0.46,,0.93,203.16,7.89E-03,6.56E-03,9.04E-03,2.25E-02,2.05E-02,2.43E-02,0.93,202.93,0.011597694,0.00274173,0.048946203,0.021681732,0.014401827,0.02536981,-0.048224274,-0.263899677,0.16229145
2536,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,35,,1,6.36E+01,,1.05E+01,% adult mass,6,1.48E+00,Average species mass,7,m^2 per pred per day,2541,200,0.92,217.95,8.17E-03,6.95E-03,9.39E-03,2.15E-02,1.95E-02,2.30E-02,,,7.06,0.73,80,42,0.46,,0.92,217.95,8.17E-03,6.95E-03,9.39E-03,2.15E-02,1.95E-02,2.30E-02,0.93,218.75,0.004702121,0.000869786,0.022681959,0.022375352,0.017269578,0.025304067,0.071380284,-0.146617163,0.305584458
2537,Islam et al 2021 SCI REP,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Harmonia axyridis,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,2,Raw data,1,N,24,15,,1,6.36E+01,,2.76E+01,% adult mass,7,1.48E+00,Average species mass,7,m^2 per pred per day,2542,200,0.93,190.21,6.55E-03,5.49E-03,7.92E-03,2.27E-02,2.06E-02,2.50E-02,,,18.59,0.72,80,39,0.43,,0.93,190.21,6.55E-03,5.49E-03,7.92E-03,2.27E-02,2.06E-02,2.50E-02,0.94,187.96,0.027439241,0.007125605,0.09955242,0.018132992,0.008536286,0.024238029,-0.187900437,-0.378245289,0.00974119
